date,article,daily_units,daily_revenue
2021-01-19,COOKIE,8,8.0
2021-01-19,COUPE,19,2.85
2021-01-19,CROISSANT,23,25.3
2021-01-19,CROISSANT AMANDES,3,4.199999999999999
2021-01-19,DEMI BAGUETTE,3,1.35
2021-01-19,DEMI PAIN,1,0.6
2021-01-19,DIVERS BOULANGERIE,1,2.0
2021-01-19,DIVERS CONFISERIE,1,3.0
2021-01-19,DIVERS PATISSERIE,6,32.0
2021-01-19,DIVERS SANDWICHS,3,7.5
2021-01-19,DIVERS VIENNOISERIE,2,5.0
2021-01-19,FICELLE,3,1.7999999999999998
2021-01-19,FINANCIER X5,1,3.0
2021-01-19,FORMULE SANDWICH,6,39.0
2021-01-19,KOUIGN AMANN,2,4.2
2021-01-19,MOISSON,2,4.0
2021-01-19,PAIN,7,8.049999999999999
2021-01-19,PAIN AU CHOCOLAT,11,13.2
2021-01-19,PAIN AUX RAISINS,4,5.6
2021-01-19,PAIN BANETTE,2,2.8
2021-01-19,PAIN CHOCO AMANDES,2,3.0
2021-01-19,QUIM BREAD,2,2.0
2021-01-19,SACHET VIENNOISERIE,4,16.0
2021-01-19,SAND JB EMMENTAL,1,3.5
2021-01-19,SANDWICH COMPLET,2,9.0
2021-01-19,SEIGLE,2,3.6
2021-01-19,SPECIAL BREAD,7,16.8
2021-01-19,SPECIAL BREAD KG,1,4.8
2021-01-19,TRADITIONAL BAGUETTE,94,112.8
2021-01-21,BAGUETTE,22,19.8
2021-01-21,BANETTE,21,22.05
2021-01-21,BANETTINE,3,1.7999999999999998
2021-01-21,BOISSON 33CL,3,4.5
2021-01-21,BOULE 200G,2,2.2
2021-01-21,BOULE 400G,4,6.0
2021-01-21,BRIOCHE,1,5.0
2021-01-21,CAFE OU EAU,2,2.0
2021-01-21,CAMPAGNE,5,9.0
2021-01-21,CEREAL BAGUETTE,6,7.5
2021-01-21,COMPLET,2,3.0
2021-01-21,COOKIE,3,3.0
2021-01-21,COUPE,17,2.55
2021-01-21,CROISSANT,8,8.8
2021-01-21,DEMI BAGUETTE,2,0.9
2021-01-21,DIVERS SANDWICHS,5,22.5
2021-01-21,DIVERS VIENNOISERIE,3,16.0
2021-01-21,FICELLE,2,1.2
2021-01-21,FINANCIER X5,1,3.0
2021-01-21,FLAN,1,2.0
2021-01-21,FONDANT CHOCOLAT,1,2.5
2021-01-21,FORMULE SANDWICH,9,58.5
2021-01-21,GACHE,1,5.0
2021-01-21,GAL FRANGIPANE 4P,2,16.0
2021-01-21,GAL POMME 4P,1,8.0
2021-01-21,GAL POMME 6P,1,12.0
2021-01-21,KOUIGN AMANN,5,10.5
2021-01-21,MOISSON,5,10.0
2021-01-21,PAIN,4,4.6
2021-01-21,PAIN AUX RAISINS,1,1.4
2021-01-21,PAIN BANETTE,3,4.199999999999999
2021-01-21,PAIN CHOCO AMANDES,1,1.5
2021-01-21,PARIS BREST,3,6.0
2021-01-21,QUIM BREAD,3,3.0
2021-01-21,SANDWICH COMPLET,2,9.0
2021-01-21,SPECIAL BREAD,6,14.399999999999999
2021-01-21,TARTELETTE,7,14.0
2021-01-21,TRADITIONAL BAGUETTE,98,117.6
2021-01-22,BAGUETTE,28,25.2
2021-01-22,BAGUETTE APERO,1,4.5
2021-01-22,BANETTE,21,22.05
2021-01-22,BANETTINE,6,3.6
2021-01-22,BOISSON 33CL,1,1.5
2021-01-22,BOULE 200G,1,1.1
2021-01-22,BOULE 400G,5,7.5
2021-01-22,BOULE POLKA,1,1.6
2021-01-22,CAFE OU EAU,1,1.0
2021-01-22,CAMPAGNE,4,7.2
2021-01-22,CEREAL BAGUETTE,6,7.5
2021-01-22,CHAUSSON AUX POMMES,2,2.8
2021-01-22,COMPLET,3,4.5
2021-01-22,COOKIE,4,4.0
2021-01-22,COUPE,22,3.3
2021-01-22,CROISSANT,30,33.0
2021-01-22,CROISSANT AMANDES,4,5.6
2021-01-22,DEMI BAGUETTE,2,0.9
2021-01-22,DIVERS SANDWICHS,4,12.5
2021-01-22,DIVERS VIENNOISERIE,2,10.0
2021-01-22,FICELLE,3,1.7999999999999998
2021-01-22,FINANCIER X5,2,6.0
2021-01-22,FLAN ABRICOT,4,8.4
2021-01-22,FONDANT CHOCOLAT,1,2.5
2021-01-22,FORMULE SANDWICH,5,32.5
2021-01-22,GACHE,1,5.0
2021-01-22,GAL FRANGIPANE 4P,4,32.0
2021-01-22,GAL FRANGIPANE 6P,2,24.0
2021-01-22,GALETTE 8 PERS,1,16.0
2021-01-22,GRAND FAR BRETON,1,7.0
2021-01-22,KOUIGN AMANN,6,12.6
2021-01-22,MOISSON,1,2.0
2021-01-22,NANTAIS,3,7.5
2021-01-22,PAIN,1,1.15
2021-01-22,PAIN AU CHOCOLAT,23,27.599999999999998
2021-01-22,PAIN AUX RAISINS,2,2.8
2021-01-22,PAIN BANETTE,2,2.8
2021-01-22,PAIN CHOCO AMANDES,2,3.0
2021-01-22,PARIS BREST,1,2.0
2021-01-22,QUIM BREAD,1,1.0
2021-01-22,SACHET VIENNOISERIE,2,8.0
2021-01-22,SAND JB EMMENTAL,2,7.0
2021-01-22,SANDWICH COMPLET,3,13.5
2021-01-22,SAVARIN,1,2.0
2021-01-22,SEIGLE,1,1.8
2021-01-22,SPECIAL BREAD,8,19.2
2021-01-22,SPECIAL BREAD KG,1,4.8
2021-01-22,TARTELETTE,8,16.0
2021-01-22,TRADITIONAL BAGUETTE,84,100.8
2021-01-22,VIK BREAD,2,5.0
2021-01-23,BAGUETTE,28,25.200000000000003
2021-01-23,BANETTE,25,26.25
2021-01-23,BANETTINE,4,2.4
2021-01-23,BOISSON 33CL,3,4.5
2021-01-23,BOULE 400G,2,3.0
2021-01-23,BRIOCHE,1,5.0
2021-01-23,CAFE OU EAU,3,3.0
2021-01-23,CAMPAGNE,5,9.0
2021-01-23,CEREAL BAGUETTE,7,8.75
2021-01-23,CHAUSSON AUX POMMES,6,8.399999999999999
2021-01-23,CHOU CHANTILLY,2,4.0
2021-01-23,COMPLET,5,7.5
2021-01-23,COOKIE,3,3.0
2021-01-23,COUPE,25,3.75
2021-01-23,CROISSANT,23,25.3
2021-01-23,CROISSANT AMANDES,1,1.4
2021-01-23,DEMI BAGUETTE,1,0.45
2021-01-23,DIVERS SANDWICHS,2,4.5
2021-01-23,DIVERS VIENNOISERIE,9,50.0
2021-01-23,FICELLE,5,3.0
2021-01-23,FINANCIER X5,4,12.0
2021-01-23,GACHE,1,5.0
2021-01-23,GAL FRANGIPANE 4P,6,48.0
2021-01-23,GAL FRANGIPANE 6P,6,72.0
2021-01-23,GAL POMME 4P,1,8.0
2021-01-23,GD KOUIGN AMANN,1,7.5
2021-01-23,MILLES FEUILLES,3,6.0
2021-01-23,MOISSON,5,10.0
2021-01-23,NANTAIS,1,2.5
2021-01-23,PAIN,5,5.75
2021-01-23,PAIN AU CHOCOLAT,33,39.6
2021-01-23,PAIN BANETTE,7,9.799999999999999
2021-01-23,SACHET DE CROUTON,1,1.6
2021-01-23,SAND JB EMMENTAL,2,7.0
2021-01-23,SANDWICH COMPLET,1,4.5
2021-01-23,SEIGLE,3,5.4
2021-01-23,SPECIAL BREAD,7,16.8
2021-01-23,SPECIAL BREAD KG,1,4.8
2021-01-23,SUCETTE,4,1.2
2021-01-23,TARTELETTE,5,10.0
2021-01-23,TRADITIONAL BAGUETTE,109,130.79999999999998
2021-01-23,VIK BREAD,5,12.5
2021-01-24,BAGUETTE,35,31.5
2021-01-24,BAGUETTE GRAINE,8,10.4
2021-01-24,BANETTE,28,29.400000000000002
2021-01-24,BANETTINE,6,3.6
2021-01-24,BOULE 200G,7,7.700000000000001
2021-01-24,BOULE 400G,9,13.5
2021-01-24,BOULE POLKA,1,1.6
2021-01-24,BRIOCHE,2,10.0
2021-01-24,CAMPAGNE,5,9.0
2021-01-24,CEREAL BAGUETTE,10,12.5
2021-01-24,CHOU CHANTILLY,2,4.0
2021-01-24,COMPLET,5,7.5
2021-01-24,COOKIE,7,7.0
2021-01-24,COUPE,44,6.6
2021-01-24,CROISSANT,39,42.900000000000006
2021-01-24,CROISSANT AMANDES,1,1.4
2021-01-24,DEMI BAGUETTE,4,1.8
2021-01-24,DIVERS VIENNOISERIE,4,26.0
2021-01-24,ECLAIR,9,18.0
2021-01-24,FICELLE,5,3.0
2021-01-24,FLAN,2,4.0
2021-01-24,FLAN ABRICOT,1,2.1
2021-01-24,FONDANT CHOCOLAT,1,2.5
2021-01-24,GACHE,1,5.0
2021-01-24,GAL FRANGIPANE 4P,4,32.0
2021-01-24,GAL FRANGIPANE 6P,3,36.0
2021-01-24,GAL POMME 4P,1,8.0
2021-01-24,GAL POMME 6P,3,36.0
2021-01-24,GD KOUIGN AMANN,1,7.5
2021-01-24,GRAND FAR BRETON,2,14.0
2021-01-24,KOUIGN AMANN,6,12.6
2021-01-24,MOISSON,5,10.0
2021-01-24,PAIN,3,3.4499999999999997
2021-01-24,PAIN AU CHOCOLAT,22,26.4
2021-01-24,PAIN AUX RAISINS,1,1.4
2021-01-24,PAIN BANETTE,2,2.8
2021-01-24,PAIN CHOCO AMANDES,3,4.5
2021-01-24,PARIS BREST,7,14.0
2021-01-24,QUIM BREAD,3,3.0
2021-01-24,ROYAL 4P,2,24.0
2021-01-24,SACHET VIENNOISERIE,2,8.0
2021-01-24,SAVARIN,5,10.0
2021-01-24,SEIGLE,2,3.6
2021-01-24,SPECIAL BREAD,10,24.0
2021-01-24,TARTELETTE,14,28.0
2021-01-24,TRADITIONAL BAGUETTE,143,171.6
2021-01-24,VIK BREAD,8,20.0
2021-01-25,BAGUETTE,24,21.6
2021-01-25,BANETTE,17,17.85
2021-01-25,BANETTINE,1,0.6
2021-01-25,BOISSON 33CL,4,6.0
2021-01-25,BOULE 200G,3,3.3000000000000003
2021-01-25,BOULE 400G,6,9.0
2021-01-25,BOULE POLKA,2,3.2
2021-01-25,CAMPAGNE,6,10.8
2021-01-25,CEREAL BAGUETTE,6,7.5
2021-01-25,CHAUSSON AUX POMMES,2,2.8
2021-01-25,CHOU CHANTILLY,2,4.0
2021-01-25,COMPLET,3,4.5
2021-01-25,COUPE,29,4.35
2021-01-25,CROISSANT,26,28.6
2021-01-25,CROISSANT AMANDES,5,7.0
2021-01-25,DEMI BAGUETTE,2,0.9
2021-01-25,DIVERS BOULANGERIE,1,5.0
2021-01-25,DIVERS SANDWICHS,3,10.0
2021-01-25,ECLAIR,3,6.0
2021-01-25,FICELLE,2,1.2
2021-01-25,FINANCIER X5,2,6.0
2021-01-25,FLAN ABRICOT,5,10.5
2021-01-25,FORMULE SANDWICH,6,39.0
2021-01-25,GAL FRANGIPANE 4P,1,8.0
2021-01-25,GAL FRANGIPANE 6P,1,12.0
2021-01-25,KOUIGN AMANN,1,2.1
2021-01-25,MOISSON,5,10.0
2021-01-25,NANTAIS,1,2.5
2021-01-25,PAIN,4,4.6
2021-01-25,PAIN AU CHOCOLAT,21,25.2
2021-01-25,PAIN AUX RAISINS,4,5.6
2021-01-25,PAIN BANETTE,2,2.8
2021-01-25,PAIN CHOCO AMANDES,2,3.0
2021-01-25,QUIM BREAD,3,3.0
2021-01-25,SACHET VIENNOISERIE,1,4.0
2021-01-25,SAND JB EMMENTAL,4,14.0
2021-01-25,SANDWICH COMPLET,3,13.5
2021-01-25,SPECIAL BREAD,4,9.6
2021-01-25,TARTELETTE,3,6.0
2021-01-25,TRADITIONAL BAGUETTE,86,103.19999999999999
2021-01-25,VIK BREAD,3,7.5
2021-01-26,BAGUETTE,34,30.6
2021-01-26,BANETTE,23,24.150000000000002
2021-01-26,BANETTINE,5,3.0
2021-01-26,BOISSON 33CL,1,1.5
2021-01-26,BOULE 200G,1,1.1
2021-01-26,BOULE 400G,8,12.0
2021-01-26,BOULE POLKA,1,1.6
2021-01-26,BRIOCHE,1,5.0
2021-01-26,CAFE OU EAU,8,8.0
2021-01-26,CAMPAGNE,3,5.4
2021-01-26,CEREAL BAGUETTE,8,10.0
2021-01-26,CHAUSSON AUX POMMES,3,4.199999999999999
2021-01-26,CHOCOLAT,1,1.5
2021-01-26,COMPLET,5,7.5
2021-01-26,COOKIE,16,16.0
2021-01-26,COUPE,25,3.7499999999999996
2021-01-26,CROISSANT,19,20.900000000000002
2021-01-26,CROISSANT AMANDES,5,7.0
2021-01-26,DEMI BAGUETTE,2,0.9
2021-01-26,DEMI PAIN,1,0.6
2021-01-26,DIVERS BOULANGERIE,1,2.0
2021-01-26,DIVERS SANDWICHS,1,2.5
2021-01-26,DIVERS VIENNOISERIE,1,4.0
2021-01-26,FICELLE,7,4.2
2021-01-26,FINANCIER X5,3,9.0
2021-01-26,FONDANT CHOCOLAT,1,2.5
2021-01-26,FORMULE SANDWICH,7,45.5
2021-01-26,GAL FRANGIPANE 4P,1,8.0
2021-01-26,GAL FRANGIPANE 6P,1,12.0
2021-01-26,KOUIGN AMANN,3,6.300000000000001
2021-01-26,MOISSON,2,4.0
2021-01-26,NANTAIS,2,5.0
2021-01-26,PAIN AU CHOCOLAT,20,24.0
2021-01-26,PAIN AUX RAISINS,4,5.6
2021-01-26,PAIN BANETTE,2,2.8
2021-01-26,PAIN CHOCO AMANDES,4,6.0
2021-01-26,QUIM BREAD,2,2.0
2021-01-26,SACHET DE CROUTON,1,1.6
2021-01-26,SACHET VIENNOISERIE,1,4.0
2021-01-26,SAND JB EMMENTAL,1,3.5
2021-01-26,SANDWICH COMPLET,3,13.5
2021-01-26,SEIGLE,2,3.6
2021-01-26,SPECIAL BREAD,10,24.0
2021-01-26,TARTELETTE,4,8.0
2021-01-26,TRADITIONAL BAGUETTE,73,87.6
2021-01-28,BAGUETTE,18,16.2
2021-01-28,BANETTE,20,21.0
2021-01-28,BANETTINE,4,2.4
2021-01-28,BOISSON 33CL,3,4.5
2021-01-28,BOULE 200G,2,2.2
2021-01-28,BOULE 400G,5,7.5
2021-01-28,BRIOCHE,2,10.0
2021-01-28,CAFE OU EAU,3,3.0
2021-01-28,CAMPAGNE,6,10.8
2021-01-28,CEREAL BAGUETTE,5,6.25
2021-01-28,COMPLET,5,7.5
2021-01-28,COOKIE,6,6.0
2021-01-28,COUPE,30,4.5
2021-01-28,CROISSANT,11,12.100000000000001
2021-01-28,CROISSANT AMANDES,5,7.0
2021-01-28,DEMI PAIN,1,0.6
2021-01-28,DIVERS CONFISERIE,1,6.0
2021-01-28,DIVERS VIENNOISERIE,1,4.0
2021-01-28,FICELLE,5,3.0
2021-01-28,FONDANT CHOCOLAT,1,2.5
2021-01-28,FORMULE SANDWICH,8,52.0
2021-01-28,GAL POIRE CHOCO 6P,1,12.0
2021-01-28,GRAND FAR BRETON,1,7.0
2021-01-28,KOUIGN AMANN,3,6.300000000000001
2021-01-28,MOISSON,5,10.0
2021-01-28,PAIN,5,5.75
2021-01-28,PAIN AU CHOCOLAT,20,24.0
2021-01-28,PAIN AUX RAISINS,4,5.6
2021-01-28,PAIN BANETTE,4,5.6
2021-01-28,PAIN CHOCO AMANDES,1,1.5
2021-01-28,QUIM BREAD,1,1.0
2021-01-28,SAND JB,1,3.0
2021-01-28,SANDWICH COMPLET,5,22.5
2021-01-28,SEIGLE,2,3.6
2021-01-28,SPECIAL BREAD,8,19.2
2021-01-28,TARTELETTE,1,2.0
2021-01-28,TRADITIONAL BAGUETTE,71,85.2
2021-01-29,BAGUETTE,27,24.3
2021-01-29,BANETTE,24,25.200000000000003
2021-01-29,BANETTINE,5,3.0
2021-01-29,BOISSON 33CL,3,4.5
2021-01-29,BOULE 200G,5,5.5
2021-01-29,BOULE 400G,4,6.0
2021-01-29,BRIOCHE,2,10.0
2021-01-29,CAFE OU EAU,4,4.0
2021-01-29,CAMPAGNE,4,7.2
2021-01-29,CEREAL BAGUETTE,12,15.0
2021-01-29,CHAUSSON AUX POMMES,2,2.8
2021-01-29,COMPLET,2,3.0
2021-01-29,COOKIE,3,3.0
2021-01-29,COUPE,20,3.0
2021-01-29,CROISSANT,22,24.200000000000003
2021-01-29,CROISSANT AMANDES,3,4.199999999999999
2021-01-29,DEMI BAGUETTE,2,0.9
2021-01-29,DIVERS BOULANGERIE,1,3.0
2021-01-29,DIVERS PATISSERIE,2,20.0
2021-01-29,DIVERS SANDWICHS,2,7.5
2021-01-29,DIVERS VIENNOISERIE,3,8.8
2021-01-29,ECLAIR,5,10.0
2021-01-29,FICELLE,2,1.2
2021-01-29,FINANCIER X5,2,6.0
2021-01-29,FLAN,2,4.0
2021-01-29,FLAN ABRICOT,2,4.2
2021-01-29,FONDANT CHOCOLAT,3,7.5
2021-01-29,FORMULE SANDWICH,13,84.5
2021-01-29,MOISSON,1,2.0
2021-01-29,NANTAIS,4,10.0
2021-01-29,PAIN,2,2.3
2021-01-29,PAIN AU CHOCOLAT,18,21.599999999999998
2021-01-29,PAIN AUX RAISINS,4,5.6
2021-01-29,PAIN BANETTE,3,4.199999999999999
2021-01-29,PAIN CHOCO AMANDES,3,4.5
2021-01-29,QUIM BREAD,1,1.0
2021-01-29,SACHET VIENNOISERIE,1,4.0
2021-01-29,SAND JB EMMENTAL,2,7.0
2021-01-29,SANDWICH COMPLET,6,27.0
2021-01-29,SPECIAL BREAD,4,9.6
2021-01-29,SPECIAL BREAD KG,1,4.8
2021-01-29,TARTELETTE,10,20.0
2021-01-29,TRADITIONAL BAGUETTE,68,81.6
2021-01-29,VIK BREAD,2,5.0
2021-01-30,BAGUETTE,34,30.6
2021-01-30,BANETTE,34,35.7
2021-01-30,BANETTINE,5,3.0
2021-01-30,BOULE 200G,5,5.5
2021-01-30,BOULE 400G,5,7.5
2021-01-30,BRIOCHE,1,5.0
2021-01-30,CAFE OU EAU,4,4.0
2021-01-30,CAMPAGNE,8,14.4
2021-01-30,CEREAL BAGUETTE,9,11.25
2021-01-30,CHAUSSON AUX POMMES,5,7.0
2021-01-30,COMPLET,4,6.0
2021-01-30,COOKIE,1,1.0
2021-01-30,COUPE,33,4.95
2021-01-30,CROISSANT,39,42.900000000000006
2021-01-30,DEMI BAGUETTE,1,0.45
2021-01-30,DIVERS PATISSERIE,1,7.0
2021-01-30,DIVERS VIENNOISERIE,6,14.0
2021-01-30,ECLAIR,3,6.0
2021-01-30,FICELLE,1,0.6
2021-01-30,FLAN,3,6.0
2021-01-30,FONDANT CHOCOLAT,3,7.5
2021-01-30,FORMULE SANDWICH,4,26.0
2021-01-30,GACHE,1,5.0
2021-01-30,GAL FRANGIPANE 4P,1,8.0
2021-01-30,GRAND FAR BRETON,2,14.0
2021-01-30,KOUIGN AMANN,1,2.1
2021-01-30,MOISSON,4,8.0
2021-01-30,NANTAIS,6,15.0
2021-01-30,PAIN,2,2.3
2021-01-30,PAIN AU CHOCOLAT,28,33.6
2021-01-30,PAIN AUX RAISINS,3,4.199999999999999
2021-01-30,PAIN BANETTE,6,8.399999999999999
2021-01-30,PAIN CHOCO AMANDES,2,3.0
2021-01-30,QUIM BREAD,7,7.0
2021-01-30,SACHET VIENNOISERIE,1,4.0
2021-01-30,SAND JB EMMENTAL,1,3.5
2021-01-30,SANDWICH COMPLET,2,9.0
2021-01-30,SAVARIN,1,2.0
2021-01-30,SEIGLE,2,3.6
2021-01-30,SPECIAL BREAD,8,19.2
2021-01-30,SPECIAL BREAD KG,1,4.8
2021-01-30,TARTE FRUITS 6P,1,12.0
2021-01-30,TARTELETTE,4,8.0
2021-01-30,TRADITIONAL BAGUETTE,113,135.6
2021-01-30,VIK BREAD,5,12.5
2021-01-31,BAGUETTE,30,27.0
2021-01-31,BAGUETTE GRAINE,10,13.0
2021-01-31,BANETTE,25,26.25
2021-01-31,BANETTINE,7,4.199999999999999
2021-01-31,BOULE 200G,4,4.4
2021-01-31,BOULE 400G,7,10.5
2021-01-31,BOULE POLKA,2,3.2
2021-01-31,BRIOCHE,3,15.0
2021-01-31,CAMPAGNE,4,7.2
2021-01-31,CEREAL BAGUETTE,10,12.5
2021-01-31,CHAUSSON AUX POMMES,2,2.8
2021-01-31,CHOU CHANTILLY,3,6.0
2021-01-31,COMPLET,5,7.5
2021-01-31,COOKIE,4,4.0
2021-01-31,COUPE,44,6.6
2021-01-31,CROISSANT,77,84.7
2021-01-31,CROISSANT AMANDES,2,2.8
2021-01-31,DEMI BAGUETTE,3,1.35
2021-01-31,DIVERS CONFISERIE,3,9.0
2021-01-31,DIVERS VIENNOISERIE,4,18.599999999999998
2021-01-31,ECLAIR,12,24.0
2021-01-31,FICELLE,7,4.2
2021-01-31,FINANCIER X5,1,3.0
2021-01-31,FONDANT CHOCOLAT,2,5.0
2021-01-31,FORMULE SANDWICH,2,13.0
2021-01-31,GACHE,1,5.0
2021-01-31,GAL FRANGIPANE 4P,1,8.0
2021-01-31,GD KOUIGN AMANN,5,37.5
2021-01-31,KOUIGN AMANN,7,14.700000000000001
2021-01-31,MILLES FEUILLES,2,4.0
2021-01-31,MOISSON,5,10.0
2021-01-31,NANTAIS,2,5.0
2021-01-31,NOIX JAPONAISE,1,2.0
2021-01-31,PAIN,5,5.75
2021-01-31,PAIN AU CHOCOLAT,48,57.599999999999994
2021-01-31,PAIN AUX RAISINS,4,5.6
2021-01-31,PAIN BANETTE,1,1.4
2021-01-31,PAIN CHOCO AMANDES,3,4.5
2021-01-31,PARIS BREST,6,12.0
2021-01-31,QUIM BREAD,1,1.0
2021-01-31,SACHET VIENNOISERIE,1,4.0
2021-01-31,SAVARIN,4,8.0
2021-01-31,SEIGLE,2,3.6
2021-01-31,SPECIAL BREAD,8,19.2
2021-01-31,SPECIAL BREAD KG,1,4.8
2021-01-31,TARTE FRUITS 4P,2,18.0
2021-01-31,TARTE FRUITS 6P,1,12.0
2021-01-31,TARTELETTE,7,14.0
2021-01-31,TRADITIONAL BAGUETTE,145,174.0
2021-01-31,VIK BREAD,13,32.5
2021-02-01,BAGUETTE,15,13.5
2021-02-01,BANETTE,20,21.0
2021-02-01,BANETTINE,5,3.0
2021-02-01,BOISSON 33CL,1,1.5
2021-02-01,BOULE 200G,1,1.1
2021-02-01,BOULE 400G,3,4.5
2021-02-01,BOULE POLKA,2,3.2
2021-02-01,CAMPAGNE,3,5.4
2021-02-01,CEREAL BAGUETTE,10,12.5
2021-02-01,CHAUSSON AUX POMMES,4,5.6
2021-02-01,CHOU CHANTILLY,2,4.0
2021-02-01,COMPLET,2,3.0
2021-02-01,COOKIE,5,5.0
2021-02-01,COUPE,18,2.6999999999999997
2021-02-01,CROISSANT,6,6.6000000000000005
2021-02-01,CROISSANT AMANDES,3,4.199999999999999
2021-02-01,DEMI BAGUETTE,1,0.45
2021-02-01,DIVERS SANDWICHS,4,12.0
2021-02-01,DIVERS VIENNOISERIE,1,6.0
2021-02-01,FICELLE,5,3.0
2021-02-01,FORMULE SANDWICH,8,52.0
2021-02-01,KOUIGN AMANN,3,6.300000000000001
2021-02-01,MOISSON,2,4.0
2021-02-01,NANTAIS,1,2.5
2021-02-01,PAIN,1,1.15
2021-02-01,PAIN AU CHOCOLAT,14,16.8
2021-02-01,PAIN AUX RAISINS,3,4.199999999999999
2021-02-01,PAIN BANETTE,5,7.0
2021-02-01,QUIM BREAD,3,3.0
2021-02-01,SACHET VIENNOISERIE,2,8.0
2021-02-01,SAND JB,1,3.0
2021-02-01,SAND JB EMMENTAL,1,3.5
2021-02-01,SANDWICH COMPLET,3,13.5
2021-02-01,SEIGLE,1,1.8
2021-02-01,SPECIAL BREAD,5,12.0
2021-02-01,TARTELETTE,5,10.0
2021-02-01,TRADITIONAL BAGUETTE,72,86.39999999999999
2021-02-02,BAGUETTE,24,21.6
2021-02-02,BAGUETTE APERO,1,4.5
2021-02-02,BANETTE,17,17.85
2021-02-02,BANETTINE,3,1.7999999999999998
2021-02-02,BOISSON 33CL,3,4.5
2021-02-02,BOULE 200G,6,6.6000000000000005
2021-02-02,BOULE 400G,6,9.0
2021-02-02,BOULE POLKA,1,1.6
2021-02-02,CAMPAGNE,1,1.8
2021-02-02,CEREAL BAGUETTE,1,1.25
2021-02-02,CHAUSSON AUX POMMES,1,1.4
2021-02-02,COMPLET,1,1.5
2021-02-02,COOKIE,4,4.0
2021-02-02,COUPE,19,2.8499999999999996
2021-02-02,CROISSANT,9,9.9
2021-02-02,CROISSANT AMANDES,4,5.6
2021-02-02,DEMI BAGUETTE,1,0.45
2021-02-02,DIVERS PATISSERIE,3,15.0
2021-02-02,DIVERS SANDWICHS,3,9.5
2021-02-02,DIVERS VIENNOISERIE,2,12.0
2021-02-02,ECLAIR,1,2.0
2021-02-02,FICELLE,1,0.6
2021-02-02,FINANCIER X5,2,6.0
2021-02-02,FORMULE SANDWICH,11,71.5
2021-02-02,GACHE,1,5.0
2021-02-02,MOISSON,4,8.0
2021-02-02,NANTAIS,1,2.5
2021-02-02,PAIN,5,5.75
2021-02-02,PAIN AU CHOCOLAT,11,13.2
2021-02-02,PAIN AUX RAISINS,2,2.8
2021-02-02,PAIN BANETTE,3,4.199999999999999
2021-02-02,PAIN CHOCO AMANDES,2,3.0
2021-02-02,QUIM BREAD,2,2.0
2021-02-02,SACHET DE CROUTON,1,1.6
2021-02-02,SACHET VIENNOISERIE,1,4.0
2021-02-02,SAND JB EMMENTAL,2,7.0
2021-02-02,SANDWICH COMPLET,1,4.5
2021-02-02,SEIGLE,2,3.6
2021-02-02,SPECIAL BREAD,4,9.6
2021-02-02,SUCETTE,2,0.6
2021-02-02,TARTELETTE,3,6.0
2021-02-02,TRADITIONAL BAGUETTE,96,115.19999999999999
2021-02-04,BAGUETTE,26,23.400000000000002
2021-02-04,BANETTE,16,16.8
2021-02-04,BANETTINE,4,2.4
2021-02-04,BOULE 200G,6,6.6000000000000005
2021-02-04,BOULE 400G,7,10.5
2021-02-04,BOULE POLKA,2,3.2
2021-02-04,BRIOCHE,2,10.0
2021-02-04,CAFE OU EAU,3,3.0
2021-02-04,CAMPAGNE,4,7.2
2021-02-04,CEREAL BAGUETTE,10,12.5
2021-02-04,CHAUSSON AUX POMMES,1,1.4
2021-02-04,COMPLET,7,10.5
2021-02-04,COOKIE,1,1.0
2021-02-04,COUPE,33,4.95
2021-02-04,CROISSANT,29,31.900000000000002
2021-02-04,CROISSANT AMANDES,2,2.8
2021-02-04,DIVERS BOULANGERIE,1,2.0
2021-02-04,DIVERS CONFISERIE,1,3.0
2021-02-04,DIVERS SANDWICHS,2,5.0
2021-02-04,DIVERS VIENNOISERIE,2,2.0
2021-02-04,FICELLE,5,3.0
2021-02-04,FORMULE SANDWICH,5,32.5
2021-02-04,MOISSON,4,8.0
2021-02-04,PAIN,4,4.6
2021-02-04,PAIN AU CHOCOLAT,19,22.799999999999997
2021-02-04,PAIN AUX RAISINS,3,4.199999999999999
2021-02-04,PAIN BANETTE,2,2.8
2021-02-04,PAIN CHOCO AMANDES,2,3.0
2021-02-04,PARIS BREST,1,2.0
2021-02-04,QUIM BREAD,2,2.0
2021-02-04,SAND JB EMMENTAL,2,7.0
2021-02-04,SANDWICH COMPLET,9,40.5
2021-02-04,SPECIAL BREAD,7,16.8
2021-02-04,TARTELETTE,3,6.0
2021-02-04,TRADITIONAL BAGUETTE,91,109.2
2021-02-05,BAGUETTE,30,27.0
2021-02-05,BANETTE,20,21.0
2021-02-05,BANETTINE,3,1.7999999999999998
2021-02-05,BOISSON 33CL,2,3.0
2021-02-05,BOULE 200G,6,6.6000000000000005
2021-02-05,BOULE 400G,3,4.5
2021-02-05,BOULE POLKA,2,3.2
2021-02-05,BRIOCHE,1,5.0
2021-02-05,CAFE OU EAU,1,1.0
2021-02-05,CAMPAGNE,5,9.0
2021-02-05,CEREAL BAGUETTE,6,7.5
2021-02-05,CHAUSSON AUX POMMES,1,1.4
2021-02-05,CHOU CHANTILLY,1,2.0
2021-02-05,COOKIE,6,6.0
2021-02-05,COUPE,26,3.9
